0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,season
rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt",,,2008
1,Kansas,B12,37-3,122.06812134699999,2,86.4152243094112,2,0.9815175274805735,1,37,3,13,3,13-3,0.6977494864944863,0.48655872982834164,0.7955824481211593,0.6977494864944863,0.48655872982834164,0.7955824481211593,0.6796317282176949,0.8427274649939084,108.88524714594037,98.03474582644571,108.88524714594037,98.03474582644571,122.78045616082986,86.71186315247682,120.15214801708692,88.1879058181144,0.9722620430406186,18,0.02726855186184385,1286.0,1017.0,1107.55,1.1611213940679879,0.9182429687147308,0,0.8125,9.894086180926676,3,109,66.9581563417206,,2008
2,Memphis,CUSA,38-2,117.69112786651785,6,86.91244284613938,3,0.970297395448933,2,38,2,16,0,16-0,0.648313122220372,0.6410816604271135,0.5924205336428995,0.648313122220372,0.6410816604271135,0.5924205336428995,0.7418815133743786,0.7558143199664565,106.78762426894437,99.28800659070225,106.78762426894437,99.28800659070225,113.47335383248735,83.75292306175679,128.48230330434998,94.53443272998314,0.971488197063161,15,0.06111583496344242,1272.0,947.0,1126.4125000000001,1.1292488320220166,0.8407222043434354,0,1.0,8.979002751895548,5,36,68.49457707570741,,2008
3,UCLA,P10,35-4,116.87790265552529,8,87.67097133819402,5,0.9646578864398209,3,35,4,16,2,16-2,0.6865983283553588,0.4731775781566071,0.795611685123863,0.6865983283553588,0.4731775781566071,0.795611685123863,0.6742357966584925,0.8240203622473279,108.7420233690266,98.28068600192293,108.7420233690266,98.28068600192293,119.075626874755,89.08281489946728,127.92717413081591,96.92523154164347,0.9605129498603551,21,0.06356987339141074,1329.0,1126.0,1176.0624999999998,1.1300419833129618,0.9574321092629008,0,0.8888888888888888,10.710874333990176,2,34,64.39196300373229,,2008
4,North Carolina,ACC,36-3,123.60555365148966,1,92.79819812761961,26,0.9643149086039492,4,36,3,14,2,14-2,0.720556622462639,0.5546283635767948,0.8104862353989012,0.720556622462639,0.5546283635767948,0.8104862353989012,0.6618487044864337,0.7924801846679234,107.61030195041472,96.63413651441208,107.61030195041472,96.63413651441208,120.89608548741026,92.53779126364338,121.07815077633886,88.36976088821383,0.9739520568725532,18,0.10173953259377921,1396.0,1215.0,1232.425,1.1327261293790698,0.985861208592815,0,0.875,11.889506563367332,1,5,72.99358829332967,,2008
5,Wisconsin,B10,31-5,113.26863995818758,36,86.29690967408797,1,0.9580185130305273,5,31,5,16,2,16-2,0.6824265775820451,0.5411385965793588,0.7316828249731704,0.6824265775820451,0.5411385965793588,0.7316828249731704,0.7064062761326283,0.7797155539858286,106.74229555356413,97.79235333058347,106.74229555356413,97.79235333058347,114.67140455229182,87.64573559397654,118.21936187795114,92.43071213509428,0.9442729608266379,15,0.02910192307983228,1179.0,980.0,1082.8125,1.088831168831169,0.9050505050505051,0,0.8888888888888888,8.241770541857113,8,104,61.43220129033056,,2008
6,Louisville,BE,27-9,112.79630298341348,39,87.41499192029607,4,0.9493838633818247,6,27,9,14,4,14-4,0.7075369594207981,0.5695078042839572,0.7697431306811581,0.7075369594207981,0.5695078042839572,0.7697431306811581,0.6816426842057113,0.7972062177883495,107.9231840016659,97.7021757204268,107.9231840016659,97.7021757204268,112.00065544500437,86.3041201720645,124.81596374218053,93.1217981602275,0.9667124870633766,16,-0.042172640645846915,1282.0,1105.0,1206.1375,1.0628970577566819,0.9161476199852836,0,0.7777777777777778,4.739487510768951,16,255,65.48410659947184,,2008
7,Duke,ACC,28-6,116.55033226369163,10,90.76295253614114,10,0.9466385262096206,7,28,6,13,3,13-3,0.7202908638238833,0.5946027431823891,0.8098501141349336,0.7202908638238833,0.5946027431823891,0.8098501141349336,0.6656061265157613,0.7397622026885481,108.60564982711172,97.81731311331755,108.60564982711172,97.81731311331755,117.86107887638688,91.62386113606738,126.56864480069508,96.7157455729831,0.9566279273025843,16,0.051374837895801995,1340.0,1190.0,1204.3374999999996,1.1126449188869403,0.9880951145339245,0,0.8125,8.888644733945345,6,56,71.75908269349836,,2008
8,Texas,B12,31-7,121.28539912920958,3,94.7061567767827,41,0.9450453913926677,8,31,7,13,3,13-3,0.6974360185342243,0.5054849027077711,0.8167847742503965,0.6974360185342243,0.5054849027077711,0.8167847742503965,0.6534669534670098,0.7656781549909683,107.91481802806486,96.75534623703601,107.91481802806486,96.75534623703601,116.53669461651324,92.95406898963657,132.08624185679923,100.57947627540341,0.9582667727301409,17,0.06619704568432416,1146.0,1055.0,1053.675,1.0876218947967828,1.001257503499656,0,0.8125,8.373084492908525,7,32,63.021979682322566,,2008
9,Georgetown,BE,28-6,113.66009825122633,32,88.75925496910871,6,0.9449959594373576,9,28,6,15,3,15-3,0.6858185304029277,0.4875852227468034,0.7675639533759236,0.6858185304029277,0.4875852227468034,0.7675639533759236,0.6917302980639565,0.821980889600891,107.94227737279921,98.4017102272787,107.94227737279921,98.4017102272787,110.04586139944391,87.13122586517653,123.44706239127942,98.44267039928317,0.9310472007453845,13,0.04111789078703565,1188.0,1056.0,1143.125,1.0392564242755604,0.9237834882449426,0,0.8333333333333334,7.660595408849325,9,76,61.259271585289035,,2008
10,Washington St.,P10,26-9,114.07988759339455,27,90.70791408679747,8,0.9331693674214545,10,26,9,11,7,11-7,0.6687313548272601,0.3940418863681137,0.799238876535876,0.6687313548272601,0.3940418863681137,0.799238876535876,0.6726810797408594,0.8569832568899834,108.20527159228466,99.2469806047231,108.20527159228466,99.2469806047231,115.31570181626468,92.93223141732337,115.64440735763162,91.95138087028253,0.9331734540154163,18,0.004702003835581836,1168.0,1085.0,1074.7875,1.0867264459253574,1.0095018782782643,0,0.6111111111111112,4.875819637976534,14,155,58.31756313267136,,2008
11,Stanford,P10,28-8,113.47921116047334,33,90.72618661908753,9,0.9291296872444336,11,28,8,13,5,13-5,0.6847311103069642,0.41493319142703217,0.7997019630648305,0.6847311103069642,0.41493319142703217,0.7997019630648305,0.6635407696437452,0.8843467527034611,108.42128610438166,98.59504729625664,108.42128610438166,98.59504729625664,111.36444268703686,89.11642379008002,120.25342521563825,97.43788620451821,0.91829790778452,17,0.05724982940954293,1218.0,1128.0,1161.2499999999998,1.0488697524219592,0.9713670613562972,0,0.7222222222222222,6.6983588633076865,10,45,63.46579589796856,,2008
12,Marquette,BE,25-10,114.81810878267842,23,91.97740395795151,18,0.9276253726385781,12,25,10,11,7,11-7,0.6563059993276014,0.40249491459163145,0.7764343276898692,0.6563059993276014,0.40249491459163145,0.7764343276898692,0.6883020887540986,0.8248985379011108,107.40519625073614,98.39003592933014,107.40519625073614,98.39003592933014,112.0164351711225,91.86450646336205,120.21020598920842,99.9590976302753,0.8929782132556799,15,-0.025072504156940956,1330.0,1232.0,1253.15,1.0613254598412,0.9831225312213222,0,0.6111111111111112,3.8356148545203532,22,223,66.87481447370432,,2008
13,Clemson,ACC,24-10,113.90354537451876,30,91.32577066188313,12,0.9269373261937723,13,24,10,10,6,10-6,0.6931275271878812,0.5064429752031326,0.8147759528393674,0.6931275271878812,0.5064429752031326,0.8147759528393674,0.6866813161282711,0.8303227484570231,109.08213655083777,98.53490496178698,109.08213655083777,98.53490496178698,114.26601236526601,91.93779530982822,115.39201065069823,97.04925743339246,0.8798319040866261,13,-0.032701911974847175,1245.0,1165.0,1162.5875,1.0708871375272828,1.0020751126259313,0,0.625,4.382786716135853,19,240,67.88525763387956,,2008
14,Davidson,SC,29-7,115.43222097808535,16,92.57051645939741,25,0.9267766046028268,14,29,7,20,0,20-0,0.5364891903075069,0.6582587972063373,0.40870841678871284,0.5364891903075069,0.6582587972063373,0.40870841678871284,0.7733006120604439,0.6366881630905585,104.04873396198798,100.65754309919156,104.04873396198798,100.65754309919156,110.84895945481473,92.91716012456249,137.15883479718897,103.96002698601859,0.9603433175993404,7,-0.004594120169801985,1597.0,1260.0,1384.525,1.153464184467597,0.9100594066557122,0,1.0,1.583566362280044,34,170,66.75652766512198,,2008
15,Tennessee,SEC,31-5,115.34893949135036,18,92.5188354722951,24,0.9266490677865366,15,31,5,14,2,14-2,0.6974701995503432,0.5942175699324486,0.7669652935784883,0.6974701995503432,0.5942175699324486,0.7669652935784883,0.6865828772442798,0.6972418254754061,108.8569238237011,98.5360257578993,108.8569238237011,98.5360257578993,115.5215179974978,91.33088748952213,119.81170904914323,98.44824075630684,0.9053804015782575,14,0.12173366660406004,1282.0,1110.0,1144.425,1.1202132075059528,0.9699193918343273,0,0.875,9.210225185446062,4,2,71.13504441289979,,2008
16,Xavier,A10,30-7,116.25263651282822,11,94.22908514582058,35,0.917995890354104,16,30,7,14,2,14-2,0.6667291003722293,0.6080854272015237,0.6530267890378484,0.6667291003722293,0.6080854272015237,0.6530267890378484,0.7400414157540461,0.7846404351495481,107.44432179623753,99.89270182957655,107.44432179623753,99.89270182957655,113.44651453008468,93.9189687828839,126.41240149956201,107.82846266008656,0.8615938184245441,12,0.037934422670974244,1144.0,996.0,1022.85,1.1184435645500317,0.973749816688664,0,0.875,4.7055766861454025,18,87,64.06597113052527,,2008
17,Michigan St.,B10,27-9,115.34630228852019,19,93.57925466963962,29,0.9172075857126357,17,27,9,12,6,12-6,0.695435517964476,0.5492442431325544,0.7444539317835439,0.695435517964476,0.5492442431325544,0.7444539317835439,0.6757818052778606,0.7758555738647844,107.90539659231209,97.8859737776091,107.90539659231209,97.8859737776091,111.50548249134029,92.41334583445364,129.69968680193378,105.23500413359888,0.9171162692250183,17,0.042576528340841246,1200.0,1101.0,1135.0625000000002,1.0572105060294035,0.9699906392819777,0,0.6666666666666666,5.082134904393195,13,72,63.63958400982324,,2008
18,Texas A&M,B12,25-11,112.80411762987028,38,92.06422450581601,20,0.9118482471428658,18,25,11,8,8,8-8,0.6693344028214399,0.43912014969466984,0.8210630764480481,0.6693344028214399,0.43912014969466984,0.8210630764480481,0.6867854882167673,0.8625202451617103,107.26971340781921,97.52423891840735,107.26971340781921,97.52423891840735,108.76209458903809,93.36913455536535,112.54788978918677,93.40003260425533,0.8951632685592864,14,-0.012428081663981683,1072.0,1067.0,1056.625,1.0145510469655743,1.0098189991718916,0,0.5,3.0484791296489764,26,190,62.092690475644794,,2008
19,West Virginia,BE,26-11,114.50730474543904,26,93.58347577200497,30,0.9105627127017171,19,26,11,11,7,11-7,0.6747322031049007,0.45664521211464043,0.7605152152203857,0.6747322031049007,0.45664521211464043,0.7605152152203857,0.6954515401585473,0.8612954407576598,107.72914673914039,98.4967070528564,107.72914673914039,98.4967070528564,112.88628731084322,93.59934293935699,120.8976308501717,100.65420595326721,0.8916215069388949,14,-0.011537881089353719,1260.0,1163.0,1173.6999999999998,1.073528158814007,0.9908835307148336,0,0.6111111111111112,2.6487939813332915,28,186,63.91885292857904,,2008
20,Kansas St.,B12,21-12,115.21163831593132,20,94.3577520744762,37,0.9085692617999741,20,21,12,10,6,10-6,0.6665477670602626,0.446014635309069,0.811987322187513,0.6665477670602626,0.446014635309069,0.811987322187513,0.6840318463474692,0.8379789057256252,107.39751465915352,97.86498568152751,107.39751465915352,97.86498568152751,119.15953052809594,93.94114903181026,122.12698899490096,102.18232458216507,0.8859961976796104,13,-0.062330895446316426,1242.0,1134.0,1123.5375000000001,1.1054370681886452,1.0093121057374586,0,0.625,1.0004017850021814,38,292,70.13631194951476,,2008
21,Drake,MVC,28-5,120.01723671850618,4,98.62665925517041,96,0.9052850783259982,21,28,5,15,3,15-3,0.5962583127211308,0.43327101762467907,0.6621328595473868,0.5962583127211308,0.43327101762467907,0.6621328595473868,0.7944409910812985,0.8443796163561459,104.44601423037956,99.14645730843243,104.44601423037956,99.14645730843243,117.8627555331704,101.16820155563073,121.54416754462076,103.91281627546626,0.8584339004483157,5,0.046268296523713004,1266.0,1150.0,1114.4250000000002,1.1360118446732619,1.0319222917648112,0,0.8333333333333334,5.204504240195998,12,65,62.761113740322,,2008
22,Purdue,B10,25-9,110.76787593440285,51,91.40205925425002,13,0.9011386840219903,22,25,9,15,3,15-3,0.6524986306545552,0.4773541715528961,0.7428582152570766,0.6524986306545552,0.4773541715528961,0.7428582152570766,0.7050449889463921,0.8034270713956716,105.56528779170978,97.92898725167836,105.56528779170978,97.92898725167836,112.68058242676767,89.5393994904907,120.46349668048936,97.3349799846003,0.9206831934782473,14,0.028894632229006345,1234.0,1097.0,1171.075,1.0537326815105779,0.9367461520397925,0,0.8333333333333334,3.7834647937739736,24,105,66.80376384963996,,2008
23,Pittsburgh,BE,27-10,116.92207948974841,7,96.78052185577864,67,0.8979097814701349,23,27,10,10,8,10-8,0.6789258543867127,0.4657259189312613,0.7728663845507113,0.6789258543867127,0.4657259189312613,0.7728663845507113,0.6793321206805542,0.8216426691960064,107.12782264176938,97.17071607825318,107.12782264176938,97.17071607825318,116.13297434197868,98.59673426339745,113.77867417034888,96.33984290212604,0.8713884306929215,16,0.054624320240850066,1270.0,1218.0,1163.8,1.091252792576044,1.046571575872143,0,0.5555555555555556,5.240206113282899,11,48,63.59699225566973,,2008
24,Connecticut,BE,24-9,115.60230547836798,15,95.85184951009418,58,0.8960931501049394,24,24,9,13,5,13-5,0.6710066346782193,0.5114680460256966,0.7736254278220089,0.6710066346782193,0.5114680460256966,0.7736254278220089,0.710719072939491,0.8012535789643963,107.08347102943164,98.60031531787163,107.08347102943164,98.60031531787163,117.74917944667595,96.27067774937744,132.13637229318195,106.24733434248868,0.9246830017533787,13,0.02384695527503078,1363.0,1256.0,1227.8499999999997,1.1100704483446677,1.0229262532068253,0,0.7222222222222222,4.339888625811956,21,114,67.31811775723328,,2008
25,Arizona,P10,19-15,116.14534839383336,12,96.40952851368385,63,0.894893420901077,25,19,15,8,10,8-10,0.7348286842485439,0.644413367234966,0.8036073070268975,0.7348286842485439,0.644413367234966,0.8036073070268975,0.6202985240376516,0.6803402604285803,110.08989466050208,96.31496973445576,110.08989466050208,96.31496973445576,115.90993733463297,97.25296521088424,118.73421570424277,98.01508381840402,0.9007253828480577,20,-0.05166617376322458,1248.0,1216.0,1151.6374999999998,1.083674333286299,1.0558878119199837,0,0.4444444444444444,1.4557953272096602,36,272,63.60839016215482,,2008
26,Gonzaga,WCC,25-8,113.41768135695591,35,94.14693641274631,34,0.8948752627902512,26,25,8,13,1,13-1,0.5595891161688776,0.6614604320255237,0.4128087590376644,0.5595891161688776,0.6614604320255237,0.4128087590376644,0.7754174312706072,0.6959281567216457,103.11604612772604,99.89412168419709,103.11604612772604,99.89412168419709,115.43212163469774,93.69024196547453,138.7778026598951,114.70878764536191,0.8993923420444919,10,-0.010489306688999611,1161.0,879.0,998.6875,1.1625258151323612,0.8801552037048627,0,0.9285714285714286,2.1855124246524404,32,185,66.66463747346029,,2008
27,Notre Dame,BE,25-8,115.36654654480085,17,95.98783654327393,60,0.8923303635913504,27,25,8,14,4,14-4,0.652521924077796,0.4087953056846476,0.7793854616249274,0.652521924077796,0.4087953056846476,0.7793854616249274,0.7102383034093938,0.8740415457486542,107.07461314745672,99.1978281416986,107.07461314745672,99.1978281416986,116.96789176235933,97.01895837945227,127.1307720122643,107.25454614938556,0.876004949508291,13,0.060086102841039435,1448.0,1364.0,1309.0749999999998,1.1061245535970057,1.0419571071176215,0,0.7777777777777778,4.365115104151469,20,40,68.85691749414086,,2008
28,Butler,Horz,30-4,114.9776969538529,22,95.72274731929673,54,0.8916537112727445,28,30,4,16,2,16-2,0.5869109752795144,0.6470838879392405,0.5182620711938833,0.5869109752795144,0.6470838879392405,0.5182620711938833,0.822275103724512,0.7831478387316756,103.42975103775609,99.67180620241844,103.42975103775609,99.67180620241844,108.88786626280027,95.12838930638058,124.9816324711849,100.50745661065076,0.9245788755704865,5,0.0722964206518455,1184.0,1019.0,1086.4875,1.0897502272230468,0.9378846972468621,0,0.8888888888888888,4.768478938362925,15,23,59.52672547001469,,2008
29,USC,P10,21-12,110.07485477141037,56,91.75964442845736,15,0.8902075034869115,29,21,12,11,7,11-7,0.71505719647888,0.5364593627021504,0.8041392459811438,0.71505719647888,0.5364593627021504,0.8041392459811438,0.6334128627155762,0.759153138832536,109.06195905361143,97.4976153369535,109.06195905361143,97.4976153369535,111.83369119078887,92.41218223068323,115.53586147277396,97.7885632918209,0.8719033376652093,16,0.0208317072935309,1260.0,1202.0,1191.675,1.0573352633897666,1.0086642750749995,0,0.6111111111111112,3.5798331390341933,25,124,65.72694826676202,,2008
30,Indiana,B10,25-8,114.78088159059033,24,95.78535313043385,56,0.8889957757197907,30,25,8,14,4,14-4,0.6649343599369709,0.5126531932742596,0.756965531372757,0.6649343599369709,0.5126531932742596,0.756965531372757,0.7214610291700712,0.8275229533022581,106.20034914694867,98.43913113081287,106.20034914694867,98.43913113081287,115.27528335863701,95.72406102614116,116.61357100621414,97.99182298140863,0.8808798546145743,13,0.055031350988453576,1283.0,1197.0,1192.7125,1.0756992988670782,1.0035947472672584,0,0.7777777777777778,4.729685270249888,17,47,66.77449776740903,,2008
31,New Mexico,MWC,24-9,110.37735270584426,54,92.434801861231,23,0.884945116411245,31,24,9,11,5,11-5,0.5577157052459083,0.4664497250151901,0.6128918611173556,0.5577157052459083,0.4664497250151901,0.6128918611173556,0.813469693400751,0.8631265061196002,103.42220118257873,101.09965450544611,103.42220118257873,101.09965450544611,111.5109163644919,94.0933672962299,101.40734489159998,97.3720826831697,0.6146660523301638,5,-0.06524445522132327,1167.0,1017.0,1070.2,1.0904503831059615,0.9502896654830872,0,0.6875,0.19571396382958717,47,298,64.46580275022937,,2008
32,Ohio St.,B10,24-13,109.32788148064782,68,91.93969067381826,16,0.879956069544649,32,24,13,10,8,10-8,0.6941148467958868,0.5939788963820293,0.7556497023330646,0.6941148467958868,0.5939788963820293,0.7556497023330646,0.6937002429074584,0.7216309569819107,108.10827240913197,98.61953529174238,108.10827240913197,98.61953529174238,108.71487849406032,90.83768371019003,113.89819387100789,99.52095969389332,0.8251695916030855,15,-0.010195172727255675,1174.0,1098.0,1152.65,1.018522535027979,0.9525875157246345,0,0.5555555555555556,0.3893392525278244,44,184,64.1673319625026,,2008
