year,team1_id,team2_id,SeedDiff,WinPctDiff,PointDiffDiff,eFGDiff,TOV_RateDiff,adjoe_diff,adjoe_ratio,adjde_diff,adjde_ratio,barthag_diff,barthag_ratio,sos_diff,sos_ratio,wab_diff,wab_ratio,adjt_diff,adjt_ratio,favorite_win_flag
1985,1116,1234,1.0,-0.0303030303030302,-6.830303030303035,,,,,,,,,,,,,,,1
1985,1120,1345,5.0,-0.0593103448275862,-0.1103448275862319,,,,,,,,,,,,,,,1
1985,1207,1250,-15.0,0.5466155810983397,20.11494252873564,,,,,,,,,,,,,,,1
1985,1229,1425,1.0,0.062169312169312,2.1772486772486843,,,,,,,,,,,,,,,1
1985,1242,1325,-11.0,0.025925925925926,1.0777777777777686,,,,,,,,,,,,,,,1
1985,1246,1449,7.0,-0.1382488479262673,-4.191244239631331,,,,,,,,,,,,,,,1
1985,1256,1338,-7.0,0.3516483516483517,10.101648351648365,,,,,,,,,,,,,,,1
1985,1260,1233,-9.0,-0.0287356321839079,-0.5781609195402382,,,,,,,,,,,,,,,1
1985,1314,1292,-13.0,0.2419354838709677,7.529776674937963,,,,,,,,,,,,,,,1
1985,1323,1333,-3.0,-0.0098522167487684,2.9162561576354733,,,,,,,,,,,,,,,1
1985,1326,1235,-9.0,0.0923645320197045,0.9199507389162562,,,,,,,,,,,,,,,1
1985,1328,1299,-15.0,0.1666666666666667,9.799999999999995,,,,,,,,,,,,,,,1
1985,1374,1330,-7.0,0.1126436781609194,6.701149425287355,,,,,,,,,,,,,,,1
1985,1385,1380,-15.0,0.2571428571428571,4.626190476190473,,,,,,,,,,,,,,,1
1985,1396,1439,-1.0,0.1238825031928479,-3.997445721583652,,,,,,,,,,,,,,,1
1985,1424,1361,-9.0,0.1333333333333333,1.5000000000000142,,,,,,,,,,,,,,,1
1985,1104,1112,-3.0,0.0333333333333333,0.6148148148148138,,,,,,,,,,,,,,,1
1985,1130,1403,5.0,-0.1432360742705569,-0.9031830238726712,,,,,,,,,,,,,,,1
1985,1181,1337,-11.0,0.0178799489144316,5.937420178799471,,,,,,,,,,,,,,,1
1985,1208,1455,-5.0,0.1174968071519796,4.166028097062579,,,,,,,,,,,,,,,1
1985,1210,1273,-13.0,0.0599078341013824,1.3548387096774237,,,,,,,,,,,,,,,1
1985,1228,1318,-11.0,0.0276497695852534,3.0852534562211886,,,,,,,,,,,,,,,1
1985,1268,1275,-7.0,0.0238095238095237,1.4199134199134136,,,,,,,,,,,,,,,1
1985,1272,1335,-13.0,0.396551724137931,9.371352785145902,,,,,,,,,,,,,,,1
1985,1276,1192,-15.0,0.2142857142857143,7.464285714285708,,,,,,,,,,,,,,,1
1985,1298,1261,9.0,0.1428571428571428,5.928571428571431,,,,,,,,,,,,,,,1
1985,1301,1305,-11.0,0.0110837438423645,5.5098522167487545,,,,,,,,,,,,,,,1
1985,1393,1177,-3.0,0.0574712643678161,-1.7701149425287497,,,,,,,,,,,,,,,1
1985,1412,1277,-3.0,0.0547619047619046,-1.952380952380949,,,,,,,,,,,,,,,1
1985,1431,1409,5.0,-0.0689655172413792,-0.3793103448275872,,,,,,,,,,,,,,,1
1985,1433,1267,-13.0,0.2204301075268817,4.802150537634411,,,,,,,,,,,,,,,1
1985,1437,1173,-1.0,-0.0233990147783251,-0.238916256157637,,,,,,,,,,,,,,,1
