team_a,team_b,team_a_id,team_b_id,WinPct_diff,PPG_diff,OppPPG_diff,PointDiff_diff,eFG_diff,TOV_Rate_diff,ORB_Rate_diff,FTA_Rate_diff,SeedNum_diff,adjoe_diff,adjoe_ratio,adjde_diff,adjde_ratio,barthag_diff,barthag_ratio,sos_diff,sos_ratio,wab_diff,wab_ratio,adjt_diff,adjt_ratio
Duke,Michigan,1181,1276,0.0,-6.137931034482762,-6.2413793103448185,0.10344827586205696,-0.01125968869865146,0.003355819748546096,-0.0003033748748726972,-0.003748101496934386,,0.491868029749881,1.003853177604036,0.2682115981954638,1.0029638934380931,0.00018680761666323153,1.0001893619942244,-0.057100968080951664,0.9284736739309487,-0.5022204606492586,0.9645626092294075,-5.626767433878527,0.9212171660044671
Duke,Arizona,1181,1112,0.0,-4.241379310344826,-6.1379310344827545,1.8965517241379288,0.025372768612492935,0.00435626639400559,-0.03192180888378621,-0.052854627407060095,,1.2365939296554416,1.009744042633973,-0.5721700193173973,0.9937353337251175,0.0036661101608448377,1.0037485130086325,0.002298483088848946,1.0031091793528428,0.004138896554540139,1.0003027939261315,-4.232892455109081,0.9395537317922693
Duke,Florida,1181,1196,0.13793103448275867,-4.310344827586206,-8.931034482758612,4.620689655172404,0.03549328993929679,0.008285081312199086,-0.06684313388252805,-0.005542520778775484,,2.0622573157327224,1.0163564789554045,-1.4260285484875794,0.984531104075082,0.00799157783775406,1.0082087251159861,-0.017197757646753353,0.9773232631591343,5.134715904369736,1.6015969291186514,-4.597081965487689,0.9346927002349666
Duke,Houston,1181,1222,0.10344827586206906,5.310344827586206,0.20689655172413524,5.103448275862064,0.05598346590567782,0.033018719420024586,0.009350453690891991,0.10942739379220684,,2.8012424963146856,1.0223486185273802,-1.574303008735697,0.9829501158952026,0.010311655161088895,1.010617447660286,0.01026916722353799,1.014047415960131,4.68317123368378,1.521123154275555,2.472226070914651,1.0390419614183928
Duke,Gonzaga,1181,1211,0.027808676307008007,-3.1401557285873167,-3.7753058954393808,0.635150166852064,0.01406927306145589,0.01219750576344679,0.0074064505038667905,0.06925973545787523,,7.881659327213683,1.0655371123135804,-3.194435785859895,0.9660004643812293,0.03667529172332207,1.0388194039925007,0.11366687468521441,1.1811214577196012,6.304154198393623,1.8558793422215534,-3.130741149939027,0.9545777001628468
Duke,Iowa St.,1181,1235,0.10344827586206906,0.3448275862069039,-3.0344827586206904,3.3793103448275943,0.004589704480217782,0.004370373040696596,0.020585196305377196,0.025108941135268403,,4.394547787831556,1.0355115947237548,-1.8223934931191224,0.980316156369367,0.015747321210806464,1.0163061233582402,0.04417085087025463,1.0633656364990172,6.2862342363748525,1.8513751460221572,-1.1603296210042657,0.9826699441937421
Duke,Illinois,1181,1228,0.1724137931034484,-1.7931034482758577,-7.068965517241374,5.275862068965516,0.020630001555584587,0.02262702291606869,-0.03987319075594281,0.0488899733983284,,-3.7884230507337975,0.9712851564971804,-7.3916617610778985,0.924692082988938,0.013669214221704085,1.0141237428672503,0.0026155986301275025,1.003539850325451,7.1079462702394975,2.083212671716611,0.08237819814584668,1.0012536076832708
Duke,Purdue,1181,1345,0.1724137931034484,0.5172413793103487,-7.448275862068961,7.96551724137931,-0.004019474520682742,0.018223619593140394,0.018141460674934662,0.09573661981649972,,-4.409572123212399,0.9667336982078858,-9.457513575972214,0.9056309413264758,0.019990205803259276,1.020791198805006,-0.03245853090128603,0.9580459560986198,5.368085662511113,1.646619160574823,1.1750068458212723,1.0181834631733946
Duke,UConn,1181,1163,0.03103448275862075,4.127586206896552,-2.683908045977013,6.811494252873565,0.013496332841699599,0.007033510585950087,0.02687425036427399,0.0671310700113863,,5.081116889485401,1.0412887162021895,-4.140417522343739,0.9563713137672557,0.029368847430991663,1.030847034268622,0.027005711730640702,1.0378096355594655,4.829190869383284,1.5462472609758604,1.2121150874917532,1.0187684989943548
Duke,Michigan St.,1181,1277,0.10344827586206906,4.517241379310349,-3.8620689655172313,8.37931034482758,0.03905007044892472,0.001417688515952184,-0.01600209894932414,0.023548762628651743,,5.2515935881617395,1.0427331927798993,-5.345455301928197,0.9443797663467517,0.037280117385678824,1.0394848847715046,-0.0055255619018910185,0.992599275460592,6.232925899290085,1.8381043863622755,-0.16990859096391375,0.9974242225301668
Duke,Virginia,1181,1438,0.06896551724137945,1.5862068965517295,-5.586206896551722,7.172413793103452,0.024752566565148015,0.008530755257806388,-0.015291336078589512,0.03769756056218143,,5.927988643524799,1.0485041104266326,-4.989957227815495,0.9478860043167191,0.03839021447048885,1.040708529460534,0.06417359453153049,1.0947811936688496,5.897630135610252,1.7588081184883388,0.221029072215444,1.003370694427683
Duke,Nebraska,1181,1304,0.06896551724137945,4.241379310344826,-2.9655172413793096,7.206896551724135,0.017675652150567656,0.013277256002530685,0.0999643805378323,0.11627072761573842,,10.908980908028298,1.0930520866479823,-2.6939963167241388,0.971173279618747,0.050098983066004465,1.0537925902213285,0.04605075304040751,1.0662411708888722,6.2367347157672555,1.8390462519260538,-1.0120085609395915,0.9848516281394808
Duke,Vanderbilt,1181,1435,0.1724137931034484,-4.068965517241381,-12.03448275862069,7.96551724137931,0.016987142429838564,0.026946309194684784,0.0703297152520071,0.0023385040176057137,,0.3567648227998461,1.0027918541288847,-8.401871800239618,0.9152718793639923,0.03276111441438201,1.0345332076766096,0.009313901242534173,1.012723931353461,6.096835073069722,1.8050727730493679,-3.286791411682117,0.9524213690369431
Duke,Louisville,1181,1257,0.24137931034482762,-3.1379310344827616,-9.758620689655167,6.620689655172404,0.009094229703768386,0.0002902289367899824,0.03487713240495849,0.04041150171816443,,4.1429520963581155,1.0334105650805885,-7.342858510922838,0.9251520856764394,0.044740298220401264,1.0477638876627642,0.03233453116000906,1.0456108828466237,9.67486227169205,3.421745458297414,-3.914909925121705,0.9438395484471359
Duke,Arkansas,1181,1116,0.206896551724138,-6.9655172413793025,-17.172413793103452,10.20689655172415,0.011313388553428005,0.023586832954922393,0.04825353060542398,0.018048006443464937,,0.3616843432919268,1.0028304607866174,-11.131488204290093,0.890752463330003,0.050313308293619685,1.0540351566006019,0.0009500259356681751,1.0012819755037685,6.870941241056493,2.0105934674790538,-5.285964173204135,0.9256340461887043
Duke,Alabama,1181,1104,0.1724137931034484,-9.310344827586206,-20.586206896551722,11.275862068965516,0.017914273526247526,0.02619505573108659,0.06524774515222986,0.010443519171637106,,-1.3116043557212151,0.9898683140207208,-11.966798673802614,0.8835094793933331,0.0468235116257788,1.0500993596146961,-0.048077371406630154,0.9390882072252604,7.143757778328723,2.0946441532968088,-7.247062506027689,0.9007816228407142
Duke,Texas Tech,1181,1403,0.1724137931034484,0.7931034482758719,-9.724137931034484,10.517241379310358,0.006203188830138706,0.015534017115425194,0.033324606663711565,0.0972000004238539,,1.889160810845354,1.0149630471908866,-7.97746701576996,0.9192059719777943,0.037295298950504874,1.0395015997935555,-0.018708574308549664,0.9753802791798226,8.63714670655451,2.7162015180929564,-0.6040532760087558,0.9909025963605599
Duke,Tennessee,1181,1397,0.24137931034482762,2.7586206896551744,-6.724137931034484,9.482758620689658,0.054912585090695076,-0.007175300317214223,-0.09158990569854675,-0.014129338369948785,,6.65656980771476,1.054792161890959,-4.68144324177338,0.950950013116906,0.04011465085965449,1.0426150758109738,0.008910103989478113,1.0121655238820657,9.53129985969715,3.303048538364176,0.5797482663801645,1.0088898203464625
Duke,Kansas,1181,1242,0.206896551724138,6.724137931034491,-6.2413793103448185,12.96551724137931,0.048347739425615655,0.011455242201039093,0.08526533303653738,0.05530884606260961,,10.303031256881496,1.0874315157572814,-3.555701741179476,0.9623003396633708,0.05311800515026266,1.0572197454127352,-0.04566048873641637,0.9419725405283806,7.4055571739116655,2.18218411064424,-1.815250767006873,0.9731510287929408
Duke,BYU,1181,1140,0.24137931034482762,-2.1379310344827616,-12.793103448275865,10.655172413793103,0.023045060205670764,0.011088306927767896,0.0393005902496546,0.02247581312863761,,3.4256308262164055,1.0274668832162523,-13.489796651428733,0.8706022895798412,0.09431051219282627,1.1063114334719855,-0.007617154624864009,0.9898268775335324,9.116883540982666,3.0024016946340852,-3.9794079110681793,0.9429670766664509
Duke,North Carolina,1181,1314,0.13793103448275867,1.9310344827586192,-8.655172413793103,10.586206896551722,0.025694427727395608,0.021800645709472086,0.05399399264134719,-0.0124425764659028,,6.703180406883064,1.0551970045290417,-9.225433925655182,0.9077330143372495,0.0780190576032288,1.0863607217764688,0.038154940196188925,1.054266926351445,8.743952674413626,2.775095578997944,-2.192258427521679,0.9677546030978513
Duke,Wisconsin,1181,1458,0.24137931034482762,-0.13793103448276156,-13.551724137931025,13.413793103448263,0.03485411441113995,0.020150534221265795,0.08080380971655687,0.04823002454608799,,0.9601650944379401,1.0075494085859151,-10.839326099987673,0.8933139161870381,0.05167049967763526,1.0555737783201413,0.00649916735035605,1.0088442346238706,8.300957731087887,2.546118807596611,-2.88050842012089,0.9580559181058224
